idx,Category,Word_Gen_1,Description_Gen_1,Word_Gen_2,Description_Gen_2,Word_Gen_3,Description_Gen_3,Word_Gen_4,Description_Gen_4,Word_Gen_5,Description_Gen_5,Word_Gen_6,Description_Gen_6,Word_Gen_7,Description_Gen_7,Word_Gen_8,Description_Gen_8,Word_Gen_9,Description_Gen_9,Word_Gen_10,Description_Gen_10,Word_Gen_11,Description_Gen_11
10,High-Freq-Abstract,Information,"It is data or knowledge that is communicated or received about a particular subject, often used to make decisions. It can be stored, transmitted, or processed in various forms such as text, numbers, images, or signals.",Information,,,A key part of obtaining knowledge. It is integral in gathering data and is something you must have before making an important decision.,Information,,,"We you require something to make a decision, you need the...... the are words used to creake the thing you need.",Details,,,The specifics or facts or data about a subject. This word elaborates and explains something further for better understanding.,Information,,,An abstract concept representing data or knowledge. Someone may ask a question because they require more of this.,Information,,,this is a kind of reference If i want to go on holiday i seek this about the destination i am travelling to
11,High-Freq-Concrete,Child,"A young human being who has not yet reached puberty, typically dependent on adults for care and education. They often attend school, play games, and are legally considered a minor.",Child,,,"The stage in human development that comes after being an infant. A young person that usually loves to play games, the playground, and goes to preschool.",Toddler,,,"A word to describe a young child, but not a baby",Infant,,,This means a newborn form of a baby.A human for their 1st year.,Infant,,,A new born human that is very little and cute. A synonym for baby.,Infant,,,"just before a baby turns in to a toddler we tend to call them by this term, not a baby not a child but a"
12,Low-Freq-Abstract,Deference,It is a respectful attitude shown toward someone of higher authority or seniority. It involves yielding to that person’s wishes or opinions out of admiration and politeness.,Submission,,,Giving up or giving yourself over to a victor or someone in a superior position. The act of putting yourself or being put beneath someone metaphorically.,Inferior,,,A feeling you fell when you are not as good as someelse. or you are lacking in some way.,Inferior,,,This word means sub par and not the best. This word means of lower quality than the best.,Inferior,,,To be lesser than something or someone. Can also describe something that is lower rank or importance.,Subordinate,,,"a teacher at a school expects their students to be this, accept the rules and behave properly they must always be this"
13,Low-Freq-Concrete,Cymbal,"It is a thin, round metal disc, usually made of brass or bronze, with a raised central hub. When struck with a drumstick or by hand it produces a bright, crashing sound that is a staple in orchestras, marching bands, and modern drum kits.",Cymbal,,,A percussion instrument that can consist of two rings that are clashed against each other to produce a loud ringing sound. They produce a bright sound and are a common part of drum sets.,Thimble,,,"A small china cup that sits ontop of your finger when doing needle work, people collect them.",Thimble,,,You put this over your fingers to protect it while sewing. It is a game piece in Monopoly,Thimble,,,A call metal cap that covers your finger when doing needle work. Also famous for being a game piece in the board game monopoly.,Thimble,,,when im fixing my clothes with a needle i like to put this on my finger to stop me injuring myself
14,Low-Freq-Concrete,Buckle,"It is a metal clasp that fastens a strap or belt, commonly seen on shoes, belts, or saddles. As a verb, it also means to bend or give way under pressure, causing a structure to collapse.",Buckle,,,A sometimes ornamental centerpiece that joins a belt together. It is sat at the center of pants and an important part of cowboy culture.,Buckle,,,"Men use it to fasten there belt and is made of metal, usually seen on cowboys",Buckle,,,A metal object that fastens a belt. It also is used to explain a sudden weakness in the knees.,Buckle,,,"Often metal, this is a part of a belt that is used for fastening both sides of the belt together. It can also be used as a verb for tying things together for instance; a shoe lace.",Buckle,,,"my belt has this to keep my trousers up, if i didnt fasten it my trousers would fall down"
15,High-Freq-Concrete,Rain,"It is water that falls from clouds to the ground in droplets, usually accompanied by a gray or overcast sky. This natural phenomenon often makes surfaces wet and can be measured in millimeters per hour.",Rain,,,A weather phenomenon that consists of droplets of water falling from the sky. Precedes storms.,Rain,,,"It falls from the sky, in travels around in clouds",Rain,,,It is a weather occurrence where water falls from the sky in a droplet form. You use an umbrella when it happens.,Rain,,,Precipitation of water from a cloud. It is often predicted by a weatherperson before it occurs.,Rain,,,"when the weather is bad big black clouds form in the sky and this liquid starts to fall, make sure to take an umbrella"
16,High-Freq-Abstract,Hate,"It is a powerful feeling of aversion or hostility toward a person, group, or thing. This emotion frequently drives a desire to avoid, oppose, or see the object of the feeling harmed.",,It is a feeling of extreme and intense dislike. It is known as a mean and distasteful way to feel.,Hate,,,A really intense emotion you feel when you more than dislike someone. A strong emotion you might use a joke to express distain at something.,Hate,,,"This is a human emotion that is very negative. It's usually because of an intense dislike, and having that feeling can cause strong, violent thoughts and actions.",Hate,,,When you dislike someone or something intensely. Another word for intense bad feelings towards someone or something.,Hate,,,A very negative feeling toward someone. Its not Love but the opposite.,Hate,
17,High-Freq-Concrete,Bird,"It is a warm‑blooded vertebrate covered in feathers, equipped with wings and a beak, and most species can fly. These creatures lay hard‑shelled eggs and are often heard singing while perched in trees.",,It is an animal that loves to fly and chirp. This animal loves to make it's home in trees.,Bird,,,A common animal with wings seen flying all over the world. Theres many different species that serve all kinds of purposes and studying one certain species of these because crucial to our understanding of evolution.,Bird,,,This is a flying creature with feathers that you see in your garden. You may hang up food for it to eat so you can watch it through your window.,Bird,,,A winged creature who lives in a nest and flies in the sky. They lay eggs to reproduce and keep the eggs warm in the nest until the eggs hatch and chicks are born.,Chicken,,,These live in a coupe. Thanks for the eggs.,Birds,
18,Low-Freq-Concrete,Ermine,It is a small carnivorous mammal of the weasel family that changes from a brown summer coat to a pure white fur in winter. Its pelts have long been used for luxurious royal garments and as a heraldic symbol of purity.,,It is the name of a small white animal used for luxury fur. It is a symbol of purity,Rabbit,,,"A small mammal distinguished by its hopping movements, long but stiff ears and a fluffy tail. Not to be confused with its floppy-eared cousin, these are generally wild.",Hare,,,"This is a solitary and shy mammal that lives in the countryside, and is often seen in fields of stubble. It's larger than a rabbit and has long ears that stand upwards.",Hare,,,A creature very like a rabbit but with longer ears. They run very fast.,Hare,,,There's a fable about a turtle and this. Sometimes fastest isn't the best.,Story,
19,Low-Freq-Abstract,Avarice,"A strong, selfish desire to acquire and keep money or possessions, often at the expense of others. It is characterized by an insatiable craving for wealth and a willingness to hoard or exploit resources.",,It can mean too much greed. This is a lot of greed for material wealth or money.,Covetous,,,"Wanting what other people have, not just an excess but specifically what they have. A less used word to describe taking from others.",Covert,,,"This is a way of acting secretively, and is often associated with the actions of organisations who keep their actions hidden from the wider population. The purpose of the actions or operations are usually to change the balance or power, or remove people who are perceived to be acting illegally or against the common good.",Covert,,,A word for hidden. To do something under cover.,Disguised,,,I didn't recognized you because you had on a mask. You changed your identity.,Face,
20,Low-Freq-Abstract,Depravity,It denotes a condition of extreme moral corruption and wickedness. The term is used to describe actions or behavior that are profoundly immoral or sinful.,,This is an extreme lack of morals. It can describe very corrupt and evil acts.,Crime,,,The act of doing something unlawful. Something bad you should avoid doing.,Illegal,,,This is a term used to describe actions which are against the agreed or written codes of how to behave in a society. Performing these types of acts usually involves the intervention of the authorities and can lead to prosecution and prison.,Moral,,,This is when you behave in line wih your principles. You behave in a way that you think is right and in line with your values.,Moral,,,"Having this means you believe in doing good things, even if nobody is looking. You have a good compass.",Faith,
21,Low-Freq-Concrete,Cactus,"It is a plant that stores water in thick, fleshy stems and is commonly covered in sharp spines. It typically thrives in arid desert environments and often produces large, colorful flowers.",,It's a common plant that is seen in deserts. These plants can have sharp spikes and blooms on them.,Cactus,,,A prickly plant known for growing in the desert. There are many species with different traits but they thrive in the desert because of their ability to store and conserver water and use their spines to ward odd predators.,Cactus,,,"This is a prickly plant that often lives in the desert. It doesn't require very much water to survive, and is often depicted as green and with 'arms'.",Cactus,,,This is a prickly plant. They often grow in deserts and require very little water.,Cactus,,,"Prickly desert plant or flower, get aloe Vera from. Can make Tequilla from the Agave",Cactus,
22,High-Freq-Concrete,Glass,"It is a clear, hard substance formed by heating sand and other minerals until they melt and then cooling them rapidly. The material is commonly used for windows, drinking vessels, and optical lenses.",,It's a breakable material used for windows. Glasses made of this can shatter if dropped.,Ceramic,,,"A strong material made from firing clay in a kiln. Most often used to describe pottery, dish sets and the act of learning to make those things.",China,,,"This is both a type of ceramic object and a large country. The object can be very delicate, and breaks easily if dropped.",China,,,This is an asian country. It has a great wall and an army of terracotta soldiers.,China,,,"Communist country, friends with Russia and North Korea. Their leader is Xi, also a U.S adversary.",China,
23,High-Freq-Concrete,Map,"It is a flat illustration that shows the layout of a region, marking roads, terrain, and landmarks with symbols and colors. Such a diagram includes a scale, a legend, and often a compass rose to indicate direction.",,It's useful to use to figure out directions.It shows the roadways and highways of a city.,Map,,,"A chart used to navigate to different places listing landmarks and navigational tools. Can be found on phone apps, paper, or GPS.",Map,,,"This is a resource used by people who need to be familiar with a specific geographical area. It could be a paper document that can be unfolded and re-folded, or a digital resource where routes and locations can be found and a course plotted to get to them.",Map,,,A diagram of countries of the world. Another example is a drawing of a route from one place to another.,Map,,,Use this to figure out your navigation. Use Googles version when driving.,Map,
24,Low-Freq-Concrete,Bouquet,"An arrangement of cut flowers, often tied together and given as a gift or used for decoration. It is commonly presented at celebrations such as weddings, birthdays, or as a token of appreciation.",,It is a name for a small gathered group of flowers. It can be placed in a vase.,Bouquet,,,"A bundle of objects bound together often with a string, wrap or paper. Most commonly made of flowers and given on Valentine’s Day.",Bouquet,,,"This term describes a bunch of flowers, selected for their complementary colours and style. They are bound together and often given as a gift, or used by a bride at a wedding, where tradition says the bride with throw the bunch of flowers in the air to be caught by a guest.",Bouquet,,,A bunch of flowers tied or fastened together. A bride may carry one of these as she walks down the aisle.,Bouquet,,,"Its a flower arrangement, imagine it in an organized state.",Bouquet,
25,Low-Freq-Abstract,Adulation,"It means giving someone excessive, often insincere, praise or flattery. The term is commonly used to describe the over‑the‑top admiration people show toward celebrities or leaders.",,It describes giving a lot of flattery or adoration. It can border on seeming like worship.,Admiration,,,The act of looking up to someone greatly and wanting to be like them. You feel this way about your heroes and hope people can feel this way about you.,Admiration,,,"This is a feeling people have when they approve of the actions and achievements of others. It's a feeling of pride and respect, as sometimes you feel you wouldn't be able to do what they have done.",Admiration,,,When you look up to someone and like and respect them. When you hold someone in high esteem.,Admire,,,When you respect or show this action toward someone you respect. Looking at someone with wonderment.,Love,
26,High-Freq-Abstract,Knowledge,"Information, facts, and understanding acquired through learning or experience. It enables people to answer questions, solve problems, and make informed decisions.",,It describes the accumulation of what we have learned. Experienced wise people have a lot of this.,Knowledge,,,Information that a person can remember and apply to different situations. People might say this is powerful.,Knowledge,,,"This is term used to describe the accumulation of experience, information and facts, in a way that help to inform the individual and others to better understand the present and the past. People study in order to gain this.",Anthropology,,,"The study of humans and biology. History, culture and language can be included in these studies too.",Anthropology,,,Let's study this together. Ill gather the bones and fossils and you catalog them.,Book,
27,High-Freq-Abstract,Age,"It is the length of time that a person, animal, or object has existed, usually counted in years, and often denotes a specific period in history. The term also describes the gradual process of getting older.",,"It is a number that tells how many birthdays someone has. It is expressed in numbers, or can also refer to a steady process.",Age,,,A measure of how you’ve been alive and gone around the sun and how many birthdays you’ve had. Also used to describe different historical periods of time.,Age,,,This is a number of years that defines how old a person or an object is. It's also used as a term to describe particular periods in human history that have distinct characteristics from each other.,Age,,,A word to describe how old people are. Uses calculated in years.,Age,,,What happens to people as time goes by. You would be a senior citizen as you do this.,Age,
28,High-Freq-Abstract,Credit,"In finance, it is an entry that records an amount owed to a party, reducing the balance on a ledger or indicating a loan. In everyday language, it denotes public acknowledgment or praise given to someone for their contribution or achievement.",,"It can be accessed with a card, when one is low on cash. It is given if someone is worthy.",Credit,,,A transaction that you pay for to get money for a later date. A record of how well a person repays debt.,Credit,,,"This is a term associated with positivity, usually in terms of whether you have enough money. It can also be used to describe when you are advanced an amount of money, or when you are allowed to buy something, and only pay for it later.",Credit,,,You cab buy an item with this if you do not have the funds yourself. You make payments over time to repay what you have borrowed.,Loan,,,"If I give you money, but want it paid back. Usually a written contract with interest.",Loan,
29,Low-Freq-Abstract,Fame,"It is the state of being widely known and recognized, often because of notable achievements or public exposure. This condition can bring admiration, attention, and sometimes pressure from the public.",,"It happens when you become well known, such as for performing. You usually acquire money along with it",Famous,,,A word used to describe someone who’s very well-known and influential. Hollywood made this idea popular.,Famous,,,"This is a status where the person, creature or object is extremely well known to a large portion of the population. People often feel like they want to achieve this, because it usually brings wealth, but then when they become it, can find it very hard to deal with all of the attention.",Celebrity,,,"A famous person. A well known person in society, often seen on television.",Celebrity,,,A popular or famous person you would see on TV. They are always at the Oscar's,Jimmy,
30,Low-Freq-Concrete,Barnacle,"A marine crustacean that cements itself permanently to rocks, ship hulls, or other hard surfaces. It has a hard, cone‑shaped shell and feeds by filtering plankton from the surrounding water.",,"It is a crustacean in the ocean. It attaches to a surface, such as a rock or a whale.",Barnacle,,,"A growth that develops on places often submerged in the ocean. You can often find these little crustaceans growing on marine animals, docks and ships in saltwater.",Barnacle,,,"This is a small, shelled creature that lives in the sea, and often attaches itself to rocks, harbours and the bottom of boats. It is infamous for being nearly impossible to prise off and remove.",Barnacle,,,"A type of crustacean, often seen on rocks. Marine life related to crabs and lobsters.",Oyster,,,A slimy little nugget you eat from a shell. Its a seafood item and gross......,Oyster,
31,High-Freq-Concrete,Pen,"It is a small handheld instrument used for writing or drawing by delivering ink onto paper. Often made of plastic or metal, it contains a thin cartridge of liquid ink that flows through a narrow tip when pressure is applied.",,It is a popular writing instrument that uses ink. It's common to use it for signatures.,Pen,,,"A writing utensil that uses ink. It can come in many different forms ball-point, felt tip, gel, etc.",Pen,,,"This is an item used for writing, and usually has a lid to keep the nib and the ink dry. It is held in one hand, and paper is usually the resource used for capturing the words written by the author.",Pen,,,I use this to write with. It contains ink.,Pen,,,Not a pencil but the other writing device. Uses ink.,Pen,
