idx,Category,Word_Gen_1,Description_Gen_1,Word_Gen_2,Description_Gen_2,Word_Gen_3,Description_Gen_3,Word_Gen_4,Description_Gen_4,Word_Gen_5,Description_Gen_5,Word_Gen_6,Description_Gen_6,Word_Gen_7,Description_Gen_7,Word_Gen_8,Description_Gen_8,Word_Gen_9,Description_Gen_9,Word_Gen_10,Description_Gen_10,Word_Gen_11,Description_Gen_11
15,High-Freq-Concrete,Rain,"It is water that falls from clouds to the ground in droplets, usually accompanied by a gray or overcast sky. This natural phenomenon often makes surfaces wet and can be measured in millimeters per hour.",Rain,,,"When there is a storm,the clouds roll in a produce these little droplets vof water",Rain,,,Clouds get filled with water which causes this to happen. It fuels plants.,Rain,,,A weather condition. You will get wet when this happens.,Rain,,,This is a form of weather that is applied when drops of water come from the clouds in the sky. It forms puddles on the ground and too much can lead to flooding.,Rain,,,"This is water that falls from the sky in drops. It wets the ground, fills rivers, and helps plants grow."
16,High-Freq-Abstract,Hate,"It is a powerful feeling of aversion or hostility toward a person, group, or thing. This emotion frequently drives a desire to avoid, oppose, or see the object of the feeling harmed.",,The emotion that is linked to negativity. A stronger form of not liking something or someone.,Hate,,,I word related to strongly disliking something. I word that is often used out of anger or resentment.,Disgust,,,"You may intensely not like something or someone; if so, you may use this word to describe your feeling. Some people can hide this very well.",Emotion,,,"These are all the ways you can feel inside your heart and brain. Some examples include sad, mad, and bored.",Emotions,,,"people experience these everyday, but they only really get acknowledges during intense experiences of happiness or hardships. In a lot of cultures, it is encouraged to hide these as they are considered a weakness",Emotions,
17,High-Freq-Concrete,Bird,"It is a warm‑blooded vertebrate covered in feathers, equipped with wings and a beak, and most species can fly. These creatures lay hard‑shelled eggs and are often heard singing while perched in trees.",,"usually bright colored and able to fly that you can hear when you wake up with the windows open in the morning. Lives in a nest usually found in trees, they have beaks and wings made of feathers.",Bird,,,"An animal that can fly, it has wings and also swims. They migrate across the world at different times of the year.",Ducks,,,"You really can't beat a good roasted one from Peking when you visit China; if you had more than one, you would have two in a row. Old MacDonald had some on his farm, quacking everywhere, what a noise!",Chicken,,,"A term for a common type of poultry/foul, the same word is used to describe both the food and the animal. It is one of the most commonly eaten meats in the world, and you may use this word to describe a game where people test each other's boundaries for fun.",Chicken,,,it is a pet that people can have in a residential neighborhood as well as a farm. It comes in a variety of colors and can be noisy in the morning and wake you up,Rooster,
18,Low-Freq-Concrete,Ermine,It is a small carnivorous mammal of the weasel family that changes from a brown summer coat to a pure white fur in winter. Its pelts have long been used for luxurious royal garments and as a heraldic symbol of purity.,,An animal that is small and low to the snowy winter floor where it is able to blend in from predators. Looks similar (in build) to another animal that some keep as pets and is of a long slinky build.,Fox,,,"A wild canine that is reffered to as being sly and cleaver. It belongs to the dog family and has a bushy tail and pointy ears, with a red/orange fur coating.",Fox,,,The UKS urban and rural wild dog. Many people would say a wily old male or perhaps a smooth silver gentleman.,Cavalier,,,"This is a fancy word that can be both a noun and an adjective. As a noun, it may describe a chivalrous man, and as an adjective, it may describe someone who is being nonchalant or aloof.",Gentleman,,,"people say these types of people don't really exist in this day and age anymore, as they tend to be kind and chivalrous; and do sweet things like pulling out your chair. You commonly see them in movies.",Gentleman,
19,Low-Freq-Abstract,Avarice,"A strong, selfish desire to acquire and keep money or possessions, often at the expense of others. It is characterized by an insatiable craving for wealth and a willingness to hoard or exploit resources.",,The act of hoarding any monetary or material possession. Mostly down through the drive of greed and fear of security in the self.,Hoarder,,,"A person who collects a lot of items throughout their life and struggles to get rid of them. This causes their house to become full and overcrowded with items that arent needed, causing struggle for the person living there to move around.",Hoarder,,,"When you really hate getting rid of things, you become one of these. Many Squirrels exhibit excellent abilities to showcase effective use of this activity.",Horder,,,"Someone who collects items excessively, including trash and broken things. Their collections are seen as a result of a mental health disorder.",Hoarder,,,this is someone who collects a lot of things that they considered special or that are necessary for them to function. It is someone who typically does not live in a clean environment which may concern the people around them,Hoarder,
20,Low-Freq-Abstract,Depravity,It denotes a condition of extreme moral corruption and wickedness. The term is used to describe actions or behavior that are profoundly immoral or sinful.,,A state of being (in the sense of a negative view of morals or lack their of) where a person is acting in an immoral manner with sinister behavior and acting out their wickedness.,Evil,,,A word used to describe behaviour that may cause harm or destruction. It is often used to describe the opposite of good.,Bad,,,"Michael Jackson sang about it. I did not know he was this, but the media certainly portrayed him that way at times. Opposite of Good!",Bad,,,A common word you might use to describe something negative. It's short and monosyllabic.,No,,,this is a world that has a universal meaning that if someone says it you automatically know where they stand without hesitation. But hearing this word tends to make a lot of people angry because it means they don't get what they want,No,
21,Low-Freq-Concrete,Cactus,"It is a plant that stores water in thick, fleshy stems and is commonly covered in sharp spines. It typically thrives in arid desert environments and often produces large, colorful flowers.",,"Grown in deserts that bloom vibrant flowers, yet don't get to close its thorns can sting you. Known for its green color and ability to survive the desert heat, some cultures will actually eat parts of this plant with meals.",Cactus,,,A prickly green plant that grows in the desert. It can grow very tall and can be eaten by camels.,Cactus,,,Wild desert trees of varying shapes and sizes. Watch out for the spines!,Forest,,,An ecosystem consisting of large groupings of trees that grow very close together. They may form a canopy of leaves.,Forest,,,"These places are occasionally visited by people but some people avoid them because they don't want to encounter the wildlife there or risk getting lost. Unfortunately, if people are careless fires can occur and rapidly spread and destroy these areas.",Forests,
22,High-Freq-Concrete,Glass,"It is a clear, hard substance formed by heating sand and other minerals until they melt and then cooling them rapidly. The material is commonly used for windows, drinking vessels, and optical lenses.",,"In its raw form it is sand, until it is melted/heated and formed into many different things that are used in the modern day. These things can include windows, drinking cups, mirrors, vases and much more.",Glass,,,You can see through it but you can not walk through it. It is used in buildings and is made from heating up sand to very high temperatures.,Glass,,,"Half full or half empty, that should be enough of a prompt for you to say the word out loud. If not, be thankful for this discovery made from sand, that keeps the outside out while allowing you to look in!",Glass,,,A typically clear structure that is made from compressing sand at high temperatures. It's found in windows and dishware.,Glass,,,"You need to be extremely careful with this while drinking because if you drop it, this will easily shatter once it hits the ground.",Glass,
23,High-Freq-Concrete,Map,"It is a flat illustration that shows the layout of a region, marking roads, terrain, and landmarks with symbols and colors. Such a diagram includes a scale, a legend, and often a compass rose to indicate direction.",,A large constructed lay out that can either tell you were to go or where something is. Can be used when you drive long distance and don't know how to get to your desired destination.,Roadsign,,,"A sign on the side of the road that indicates speed, warnings, hazards, and parking information. These signs can be circular, triangular, rectangular or other shapes to indicate different information for drivers on the road.",Signage,,,"The collective term for these items that are literally everywhere you look. Some say useful, some say ugly, you will surely be tested on these during your driving test!",Sign,,,"This word could describe the instructions posted by the road, like ""STOP"" or ""NO U TURNS"". This word can also be used when people see a serendipitous occurence, and it also can describe hand movements used in visual languages of Deaf people.",Sign,,,"these comes in varies shapes, sizes and colors and can be manufactured or made by hand. If you fail to see these while driving, it can result in longer destination trips or even fines.",Signs,
24,Low-Freq-Concrete,Bouquet,"An arrangement of cut flowers, often tied together and given as a gift or used for decoration. It is commonly presented at celebrations such as weddings, birthdays, or as a token of appreciation.",,"Bright/colorful organic material usually wrapped up in a bundle with a sweet smelling aroma that most brides will carry down the isle of their wedding day. Usually grown in the ground, then cut to form a beautiful arrangement that mothers adore.",Bouquet,,,"A nicely arranged bunch of flowers, often made by florists. Which can be used in formal events such as weddings or parties, or given as gifts.",Bouquet,,,A French word used commonly to describe a grouping or bunch of flowers. Or the surname of a famous UK TV show character.,Bouquet,,,A group of flowers that usually is wrapped in plastic and given as a gift on anniversaries. You may put them in a vase for display.,Bouquet,,,"this is typically given as a gift for a special lady in your life, for either a celebration or if they need a little pick me up. It can be customizable to fit their preferences and is available in all sorts of sizes",Flowers,
25,Low-Freq-Abstract,Adulation,"It means giving someone excessive, often insincere, praise or flattery. The term is commonly used to describe the over‑the‑top admiration people show toward celebrities or leaders.",,"The ability to almost worship someone in a way that is overdone or drawn out. To flatter somone to ""death"".",Obsessed,,,The feeling where you keep thinking about something or someone so much that it becomes excessive. This feeling is an interest in something that may become uncontrollable.,Obsession,,,"If you really like something or someone, you may have this. Perhaps you have a self-inflicted compulsion that you would describe as this.",Crush,,,This word can be used to reference flattening something. It can also be used to describe warm fuzzy romantic feelings you feel toward someone new.,Iron,,,"this is a deficiency some people have, and may have to take supplements if it is serve to avoid getting lightheaded when standing. However, most people tend to just to eat more beans or red meat to compensate",Iron,
26,High-Freq-Abstract,Knowledge,"Information, facts, and understanding acquired through learning or experience. It enables people to answer questions, solve problems, and make informed decisions.",,The human trait to possess information about another topic or topics and be able to use it in life or work. It is the ability to comprehend information and acquire skills.,Brain,,,It is the organ within the skull that allows a person to control movement and thoughts. It is a part of the nervous system and also involves memory.,Brain,,,"Maybe you are using this right now, but don't know it. Without this item, who are you really?",Phone,,,"You use this every day to check the weather, social media, and make calls. Usually it fits in a pocket.",Smartphone,,,this item makes it easier for everyone to connect around the world. There is one brand that stands out as a leader for all the rest,Smartphone,
27,High-Freq-Abstract,Age,"It is the length of time that a person, animal, or object has existed, usually counted in years, and often denotes a specific period in history. The term also describes the gradual process of getting older.",,The progression of years on the human being. What is celebrated on a persons birthday.,Age,,,The amount of time a person of animal has lived for. It is the total amount of years that have passed.,Age,,,Telling me how old you are will 100% reveal this. Maybe we are living in a defined one?,Time,,,"A concept closely related to space. It's commonly measured in minutes, hours, months, years.",Time,,,"this is all around us and is never ending, however some people theorize that it doesn't exist at all. It is very important that this be followed in order not to miss important deadlines or appointments, and can conveniently be found on your wrist or on your phone",Time,
28,High-Freq-Abstract,Credit,"In finance, it is an entry that records an amount owed to a party, reducing the balance on a ledger or indicating a loan. In everyday language, it denotes public acknowledgment or praise given to someone for their contribution or achievement.",,"A monetary form that allows people to spend on things they need or want now and have to pay off later. usually thing form is scored and this score can hinder or help your ability to acquire certain goods, items, or services.",Money,,,"An object that can be physical or in the bank. It is used to purchase items, the more you have the richer you are.",Money,,,"This makes the world go round. Pink Floyd had a lot to say about it, the root of all evil today...",Money,,,You spend this item on goods and services. It usually fits in a pocket or is represented digitally by your bank.,Money,,,this is something everyone wants that they feel like they never have enough of no matter how hard they work. It comes in paper form but most people now a days have it directly sent to their bank without ever seeing it,Money,
29,Low-Freq-Abstract,Fame,"It is the state of being widely known and recognized, often because of notable achievements or public exposure. This condition can bring admiration, attention, and sometimes pressure from the public.",,"Being able to be recognized or acknowledged by the masses due to something you did or something you were a part of. Some believe it to be associated with wealth and riches, some find it to have a precieved positive reputation to the public, some find it to be both those things.",Famous,,,"A person, place, or idea that a lot of people know of, and that a lot of people support or follow. Sometimes this could make someone rich, or well off.",Celebrity,,,"Used to describe an individual who would be considered to be famous in a given field of music or entertainment. If you were one, you may say get me out of here!",Celebrity,,,"A famous person that people idolize. They may or may not make a lot of money, but many people know them.",Celebrity,,,these are a group of people who range in different ages and races that can be known for a variety of things. You can see them on the big screen or hear them on the radio and are instantly known and are the center of news in hollywood,Celebrities,
30,Low-Freq-Concrete,Barnacle,"A marine crustacean that cements itself permanently to rocks, ship hulls, or other hard surfaces. It has a hard, cone‑shaped shell and feeds by filtering plankton from the surrounding water.",,A sort of sea crustacean that sticks to the bottoms of boats and are very hard to scrap off. Usually can damage or slow down boats if left in untreated clusters.,Barnacle,,,"A small shellfish that sticks to wales, turtles, and the bottom of ships. They have a hard shell and very strongly stick to the surface of creatures.",Snail,,,A slug that carries its home around with it. Good with garlic if you are French!,Snail,,,A small animal with a shell that leaves a slimy trail anywhere it travels. Usually comes out after rain.,Snail,,,"this small insect leavings a trail as it goes, but is strong as it needs to carry it's home on it's back. In order to keep it away most people will put out salt",Snail,
31,High-Freq-Concrete,Pen,"It is a small handheld instrument used for writing or drawing by delivering ink onto paper. Often made of plastic or metal, it contains a thin cartridge of liquid ink that flows through a narrow tip when pressure is applied.",,writing utensil that many use in the modern day most commonly formed with a tiny ball at the tip coated in ink. The modern day version of a quil and ink.,Pen,,,"An object you use to write with, that is mostly black or blue but can also be other colours. It is used in schools and in jobs.",Pen,,,Much mightier than the sword say those who cannot fence! Keyboards and texting make using these somewhat outmoded!,Shield,,,This item can protect you from blunt trauma. Captain America has a famous one made of Vibranium.,Shield,,,these tend to be heavy items made of steel or some other sort of metals. They are commonly used by knights or some sort of protector,Armor,
