idx,Category,Word_Gen_1,Description_Gen_1,Word_Gen_2,Description_Gen_2,Word_Gen_3,Description_Gen_3,Word_Gen_4,Description_Gen_4,Word_Gen_5,Description_Gen_5,Word_Gen_6,Description_Gen_6,Word_Gen_7,Description_Gen_7,Word_Gen_8,Description_Gen_8,Word_Gen_9,Description_Gen_9,Word_Gen_10,Description_Gen_10,Word_Gen_11,Description_Gen_11
21,Low-Freq-Concrete,Cactus,"It is a plant that stores water in thick, fleshy stems and is commonly covered in sharp spines. It typically thrives in arid desert environments and often produces large, colorful flowers.",,It is a prickly plant with sharp spines that grows in the desert. Some examples include prickly pear and saguaro.,Cactus,,,A prickly green plant that needs very little watering. Often found in hit countries or the dessert.,Cactus,,,"It is a green, spiky plant, often associated with the dessert, and hence needs little water to stay alive. It can be kept as a mini house plant due to being low maintenance.",Cactus.,,,A sharp prickly plant that doesn't need much attention. Grows out in the desert and hot places and sometimes flowers.,Cactus,,,This is a pot plant that doesn’t need much water. This plant grows in the dessert.,Cactus,
22,High-Freq-Concrete,Glass,"It is a clear, hard substance formed by heating sand and other minerals until they melt and then cooling them rapidly. The material is commonly used for windows, drinking vessels, and optical lenses.",,"It is a clear, hard, easily shattered material used to make window panes, bottles, drinking vessels, vases and other dishware. It can be stained.",Glass,,,"This is a type of material that is often transparent. People can drink from them, esr them to read or buy vases made of this material.",Glass,,,"It is a transparent material used for the installation of windows, construction of beverage bottles, and of delicate ornamaents. It shatters easily if dropped.",Glass.,,,A material that can easily shatter if dropped. Easy to see through.,Glass,,,If you want a drink you’d pour it into one of these. Milk used to be delivered by the milkman in bottles made from this.,Glass,
23,High-Freq-Concrete,Map,"It is a flat illustration that shows the layout of a region, marking roads, terrain, and landmarks with symbols and colors. Such a diagram includes a scale, a legend, and often a compass rose to indicate direction.",,"When you are lost, you look at this diagram to help you find your way. It shows cities, countries, roads and mountain ranges.",Map,,,A large drawing of the world or an individual country showing places within the country. People often use these to navigate their way around a place to help find they way. It shows the locations of all different countries if you are using the world version.,Map,,,"It is a geographical outline, paper or electronic, in order to guide the user to a certain location. Many films center on finding this in order to locate treasure!",Map.,,,Used to find a location in the world. Not the spinny type.,Map,,,There is one of these that shows all the countries in the world. You use one of these to find your way when you are hiking a new route.,Map,
24,Low-Freq-Concrete,Bouquet,"An arrangement of cut flowers, often tied together and given as a gift or used for decoration. It is commonly presented at celebrations such as weddings, birthdays, or as a token of appreciation.",,It is a bundle of flowers gathered in a visually pleasing arrangement. It can also be used as a synonym for scent.,Boquet,,,"Another word for bunch of flowers or a group of flowers all wrapped up. The flowers are gathered together and wrapped in paper or sometimes hand tied, this is another word for the group of flowers",Bouquet,,,"It is a French word for an arrangement of flowers, often impressive in size, containing an array of colours and species. They are typical in florists.",Bouquet.,,,A bunch of flowers. Think big.,Bouquet,,,A florist makes a lots of these with flowers. A bride carries one on her wedding day.,Bouquet,
25,Low-Freq-Abstract,Adulation,"It means giving someone excessive, often insincere, praise or flattery. The term is commonly used to describe the over‑the‑top admiration people show toward celebrities or leaders.",,"It means excessive praise in an insincere way, as in showered with flattery. It is the opposite of genuine praise.",Flattery,,,When someone compliments you or says something nice to you. You might use this to be nice to someone to get somwthing you want.,Flatter,,,"It is a way to describe giving someone a compliment excessive in nature, or specially to receive a positive reaction. For example, referring to an elder as a young lady based on appearance.",Sycophancy.,,,"I have no idea what this word is so I'm going to break it into two parts. The first word is what you would use to describe a crazy person but the starting sound is spelt like the word syllable, whilst the second word is used to say you like the look of someone or something or if something is a bit posh, but the first sound is written like in pharmacy",No clue,,,"This is two words, the first word is the opposite of yes. The second word rhymes with glue and starts with a c.",No clue,
26,High-Freq-Abstract,Knowledge,"Information, facts, and understanding acquired through learning or experience. It enables people to answer questions, solve problems, and make informed decisions.",,We use this word to describe everything we understand. Often used in a phrase with 'is Power.',Knowledge,,,"A person who had alot of this is usually very clever and knows alot of things. When you learn to drive you have to do that includes this word, not the practical test.",Instructor,,,"It is someone who is most knowledge in a subject area that is training up a beginner. The person will provide the trainee with a series of steps, under a certain methadology - telling them to do.",Mentor.,,,"A person who guides someone through a learning period, usually in the workplace. Successful people often account their progress to having a great one of these in their lives.",Mentor,,,In a work situation a senior person often coaches a junior person to help them develop their career. The person being coached is called a mentee.,Mentor,
27,High-Freq-Abstract,Age,"It is the length of time that a person, animal, or object has existed, usually counted in years, and often denotes a specific period in history. The term also describes the gradual process of getting older.",,It is the number that describes how old you are. It is also used to describe a scientific era or cultural period like Stone or Ice.,Age,,,This word describes how many years old you are. You do this as you get older,Age,,,It is the amount of time that has passed between birth - everyone will have this until they day that they die. Proof of such is required when buying prohibited products such as alcohol and cigarettes,Age.,,,The number used to describe how many years you have been alive for. Also used to describe era's.,Decades,,,10 years is described as one of these. This word is the plural.,Decades,
28,High-Freq-Abstract,Credit,"In finance, it is an entry that records an amount owed to a party, reducing the balance on a ledger or indicating a loan. In everyday language, it denotes public acknowledgment or praise given to someone for their contribution or achievement.",,It is the card you use to make purchases instead of using cash from your bank account. It also refers to an account that allows you to pay later and earns interest.,Credit,,,If you apply for money on a card from a bank or financial institution you are using this word. You can get a financial report each month to show your own personal financial circumstances,Credit,,,It is a way to recognize someone’s contribution to a project or success. It is a form of payment where money is borrowed and must be paid back to not accrue interest.,Reward.,,,What you get if you win something. Companies also offer these for loyalty or as part of a scheme.,Prize,,,If you wine something on the lottery then you will have won one of these. If you hook a duck at the fair you will win one of these.,Prize,
29,Low-Freq-Abstract,Fame,"It is the state of being widely known and recognized, often because of notable achievements or public exposure. This condition can bring admiration, attention, and sometimes pressure from the public.",,"It is the state of being widely well known, as in attaining a high level of notoriety. It is often used in conjunction with the words 'and Fortune.'",Popular,,,This means lots of people like you and you are part of a big group. It can also be used to describe a product that lots of people love and enjoy.,Popular,,,"It is a word to describe a person, thing, or location that is well-liked or trendy. Where the majority of people have a good opinion about the person or thing.",Hip.,,,When someone is very cool they can be described like this. It is also a body part.,Hip,,,"This is a bone just below your waist, you have one on both sides. When old people fall they can often break this or need it replaced.",Pelvis,
30,Low-Freq-Concrete,Barnacle,"A marine crustacean that cements itself permanently to rocks, ship hulls, or other hard surfaces. It has a hard, cone‑shaped shell and feeds by filtering plankton from the surrounding water.",,"It is an ocean organism seen growing on rocks and even on whales, boats, or other things in the sea. It is round and white with a hole in the center and is often seen in clusters.",Coral,,,A previous living organism found in the ocean fish live to swim through it. It is sharp and must not be removed or touched as it is protected.,Coral,,,"It is a shade of orange, known for being vibrant. It is a marine species found in many oceans across the globe.",Coral.,,,"Found at the bottom of the ocean. Many places such as Australia are famous for having reefs filled with it, although they are sadly dying off.",Coral,,,You can find this in warm seas but it’s not a fish. It’s alive and grows but doesn’t move and comes in lots of different colours.,Coral,
31,High-Freq-Concrete,Pen,"It is a small handheld instrument used for writing or drawing by delivering ink onto paper. Often made of plastic or metal, it contains a thin cartridge of liquid ink that flows through a narrow tip when pressure is applied.",,"You use it as a writing utensil when you want to put ink on paper. Some examples include ball point, felt tip, or fountain.",Pen,,,"You use these to write with, it is long and thin and contains ink. They come in different style and colours and you can find this in a stationery store.",Pen,,,"It is a tool used to write, or draw on paper and can come in different ink types, colours, and nibs. It is also the name of an outdoor cage to contain animals.",Pen.,,,A writing utensil that requires ink. Very common and easy to get hold of.,Pen,,,You use this to write on paper with or in a notebook. The writing instrument uses ink and has 3 letters.,Pen,
