idx,Category,Word_Gen_1,Description_Gen_1,Word_Gen_2,Description_Gen_2,Word_Gen_3,Description_Gen_3,Word_Gen_4,Description_Gen_4,Word_Gen_5,Description_Gen_5,Word_Gen_6,Description_Gen_6,Word_Gen_7,Description_Gen_7,Word_Gen_8,Description_Gen_8,Word_Gen_9,Description_Gen_9,Word_Gen_10,Description_Gen_10,Word_Gen_11,Description_Gen_11
19,Low-Freq-Abstract,Avarice,"A strong, selfish desire to acquire and keep money or possessions, often at the expense of others. It is characterized by an insatiable craving for wealth and a willingness to hoard or exploit resources.",,It is an advanced word that describes the excessive need to hoard wealth. It is often used in the context of it being a fear-driven desire.,Obsessed,,,"If you were really enthusiastic about something or someone, perhaps even to an unhealthy degree, you might say you were positively ""this word"" with that thing. It ends in letters that sound past tense and can be read that way, but can also mean you currently feel that way about something.",Happy,,,This is an emotion that people exhibit when something good happens. It is also one word in the title of a animated movie that involved a group of Penguins.,Happy,,,An emotion people feel when things are good. Everyone should feel this way,Happy,,,A word used to describe elation and positivity. This is an emotion.,Happy,
20,Low-Freq-Abstract,Depravity,It denotes a condition of extreme moral corruption and wickedness. The term is used to describe actions or behavior that are profoundly immoral or sinful.,,A noun describing a general lack of morals and abundance of evil. Relates to a Calvinist doctrine.,Immoral,,,This is how you might describe someone who behaves in an inscrupulous or unethical way. It sounds very similar to a different word that means something that lives forever.,Liar,,,This is a person who won't state the truth. It is also a part in a common saying when someone is caught in the act of being one.,Liar,,,If someone is not telling the truth they are this. Making something up,Lying,,,When someone does not tell the truth. At a very young age children I told him not to do this.,Lie,
21,Low-Freq-Concrete,Cactus,"It is a plant that stores water in thick, fleshy stems and is commonly covered in sharp spines. It typically thrives in arid desert environments and often produces large, colorful flowers.",,"A plant classically found in the desert. All are succulents, but not all succulents are this.",Cactus,,,"Often green and covered with thorns, these succulents are a symbol of the American southwest but can be found in many other places around the world. We often associate them with deserts and their ability to live for long periods without water.",Cactus,,,This is a plant that can live in dry and airid climates with little to no access to water sources. It sometimes has flowers and typically has long prickly needles that protect it from being eaten.,Cactus,,,A plant that is green and has spikes coming out of it that can hurt your skin. Often pictured in desert/remote sandy places,Cactus,,,Are plants found in the desert. Its appearance is usually green with prominent spikes.,Cactus,
22,High-Freq-Concrete,Glass,"It is a clear, hard substance formed by heating sand and other minerals until they melt and then cooling them rapidly. The material is commonly used for windows, drinking vessels, and optical lenses.",,"When describing features of old churches, it exists between ""stained"" and ""window"". What mirrors and windows are usually made of.",Glass,,,"This a material that is usually translucent often used to hold liquids and easily shatters. It is used to make drinking vessels, windows, and can be blown and shaped into various delicate sculptural forms.",Glass,,,This is a material that is made from sand and is clear. It can be both strong and brittle and also is something that is often strained with designs in churches.,Glass,,,"Used in windows. Can be double glazing, stained, single glazing",Glass,,,This Montero is usually transparent. It can be used to hold beverages.,Glass,
23,High-Freq-Concrete,Map,"It is a flat illustration that shows the layout of a region, marking roads, terrain, and landmarks with symbols and colors. Such a diagram includes a scale, a legend, and often a compass rose to indicate direction.",,"Can be preceded by ""road"", ""topographic"", or ""world"". Shows a complete picture of a section of the earth, often with associated roads or landmarks.",Map,,,"These can be found on paper but also online, providing a representation of a given area for the purposes of facilitating navigation through that area. If you put the word ""treasure"" behind this word, then you have something that will aid you in finding gold hidden by a pirate.",Map,,,"A common tool for navigation, both on boat and in a vehicle. Individuals who take part in creating them are called cartographers.",Map,,,"Can be of the world or a country or local area. Was once only in paper format but now we have access to digital, an app on our phones",Map,,,This is used for navigation worldwide. It can be seen on a piece of paper or via GPS.,Map,
24,Low-Freq-Concrete,Bouquet,"An arrangement of cut flowers, often tied together and given as a gift or used for decoration. It is commonly presented at celebrations such as weddings, birthdays, or as a token of appreciation.",,A bundle of flowers. What the bride throws at a wedding.,Bouquet,,,The word we use to describe a bundle of flowers. These are often held by a bride at a wedding and tossed to many of the single women in attendance at the ceremony.,Pose,,,This is something that you do when you are about to have your photograph taken. It is also something that many superheros do after defeating the villan in comics.,Smile,,,Facial movement that people do usually when they are happy. Or a picture is being taken,Smile,,,"This is a facial reaction to something that makes an individual happy. When someone does this, they are seen as approachable.",Smile,
25,Low-Freq-Abstract,Adulation,"It means giving someone excessive, often insincere, praise or flattery. The term is commonly used to describe the over‑the‑top admiration people show toward celebrities or leaders.",,A fancy word describing the complete adoration of something or someone. Viewed as excessive.,Adulation,,,"You are engaging in this if your are flattering and celebrating something to an excessive degree. The first half of the word sounds like the word we used to describe cheating on one's spouse, while the second half of the word borrows most of the letters in another word a country.",Fulsome,,,This is used to describe when someone does something that lacked intellect. It is something that most people would consider ill advised.,Stupid,,,Often used to describe someone who doesn’t do the wisest things/ have the best ideas. An insult,Idiot,,,This is used to describe an unintelligent individual. It is a shorter way to call someone stupid.,Dumb,
26,High-Freq-Abstract,Knowledge,"Information, facts, and understanding acquired through learning or experience. It enables people to answer questions, solve problems, and make informed decisions.",,"It is the summation of everything that one could possibly think about. There is a famous quote that says it ""is power"".",Knowlege,,,"In order to be awarded a PhD you must demonstrate that your research has made a substantial contribution to ""this word."" It means the sum accumulation of insight and/or facts held by an individual or humanity itself in terms of learning.",Knowledge,,,This is used to describe the process of gaining an understanding of something. College exams are given to students to test it.,Learn,,,People go to school to do this. At any age you can do this to be more educated on any topic,Learn,,,This is a verb used in schools and universities. Students do this when they want an education.,Learning,
27,High-Freq-Abstract,Age,"It is the length of time that a person, animal, or object has existed, usually counted in years, and often denotes a specific period in history. The term also describes the gradual process of getting older.",,"It is a short word describing the quality about yourself you would answer with when asked ""how old are you?"" It is often included in a list of demographic questions, such as your name.",Age,,,"When the world was experiencing an ice ""this word"" mammoths and prehistoric man roamed the arctic tundra. It describe a long period of time, similar to the word epoch, but also can also mean how old someone is.",Age,,,"This is something that every human being will do, regardless of their foundness for it or want to do it. It is also what birthday parties are meant to celebrate.",Ageing,,,Someone who is getting older and visibly looks different is due to this. There are skincare products which claim to prevent this,Wrinkles,,,Elderly people have this on their skin. It really tells the age of an individual.,Wrinkles,
28,High-Freq-Abstract,Credit,"In finance, it is an entry that records an amount owed to a party, reducing the balance on a ledger or indicating a loan. In everyday language, it denotes public acknowledgment or praise given to someone for their contribution or achievement.",,"Precedes ""card"", and exists as opposed to debit. Precedes ""score"" in a number that you want to be above 750.",Credit,,,"The opposite of debit, and a word that can also come before the word ""card."" Another meaning of this word is the scrolling acknowledgement one might get for participating in the making of a film and which is shown at the film's end.",Credit,,,This is used in lew of getting something with resouces that you have on hand. There are also cards that are created using it that allow people to freely aquire things on the go.,Credit,,,A type of card where you get accepted for it and given a limit. You the. Pay it off,Credit,,,This is a form of borrowing money. It is used all around the world.,Loan,
29,Low-Freq-Abstract,Fame,"It is the state of being widely known and recognized, often because of notable achievements or public exposure. This condition can bring admiration, attention, and sometimes pressure from the public.",,"Often precedes ""and fortune"". Something that celebrities have.",Money,,,"This is what we exchange with others in return for goods and services. People often say it makes the ""world go round.""",Money,,,It is a something that is used to aquire goods and services within modern society. It is typically made of cotton or plastic in larger quantities and a type of metal is smaller quantities.,Money,,,What people get when they work. What Elon musk has too much of,Money,,,This can be seen in the form of coins or paper. It is used to purchase items.,Money,
30,Low-Freq-Concrete,Barnacle,"A marine crustacean that cements itself permanently to rocks, ship hulls, or other hard surfaces. It has a hard, cone‑shaped shell and feeds by filtering plankton from the surrounding water.",,"A sea invertebrate that most people probably don't realize is alive. Precedes ""boy"" in SpongeBob.",Sea sponge,,,"These are soft, squishy, often yellow creatures that live in the ocean and share a name with another soft squishy object which we often use to clean our dishes. You'll find it living on the sea bed and similar to a loofah, they can be used to scrub yourself in the shower.",Sponge,,,"This has the ability to absorb things and is often yellow in appearance, with some varients being green or light and dark blue. It is usually square in shape and can be found in the kitchen, as it is often used in the process of cleaning dishes.",Sponge,,,Lots of different types can be used in a kitchen bathroom to clean with. Or could be used in a shower or bath to wash with,Sponge,,,This material is used to wash dishes. It is very good at absorbing water.,Washcloth,
31,High-Freq-Concrete,Pen,"It is a small handheld instrument used for writing or drawing by delivering ink onto paper. Often made of plastic or metal, it contains a thin cartridge of liquid ink that flows through a narrow tip when pressure is applied.",,A writing utensil that uses ink. Can be ballpoint or gel.,Pen,,,"This is a writing implement that does not need to be sharpened and which is generally expected to be used when filling out and signing official documents, particularly ink blank. They often can use refillable ink cartridges and are not markers.",Pen,,,"It is often refered to as something that is mighter than the sword. It is typically a cylindrical tube with a metal end, with the cylindrical tube filled of a certain color of ink.",Pen,,,"What we use to write with. Can be black, blue, green, red as most common colours",Pen,,,This is a piece of stationary used to write words on paper. It cannot be erased.,Pen,
